type,n,k,d,success_rate,b
topk,65536,82,3772,0.65,80
threshold,65536,82,3936,0.0,80
threshold,65536,82,4264,0.0,80
topk,65536,82,4592,0.875,80
threshold,65536,82,7216,0.925,80
threshold,65536,82,7380,0.9,80
threshold,65536,82,7872,0.975,80
threshold,131072,82,984,0.0,80
threshold,131072,82,1312,0.0,80
topk,131072,82,1968,0.0,80
topk,131072,82,2132,0.0,80
topk,131072,82,2460,0.0,80
topk,131072,82,3116,0.0625,80
threshold,131072,82,3444,0.0,80
threshold,131072,82,3608,0.0,80
threshold,131072,82,3772,0.0,80
topk,131072,82,3936,0.65,80
topk,131072,82,4264,0.75,80
threshold,131072,82,4592,0.0,80
topk,131072,82,7216,1.0,80
topk,131072,82,7380,1.0,80
topk,131072,82,7872,1.0,80
threshold,262144,82,492,0.0,80
threshold,262144,82,656,0.0,80
threshold,262144,82,1804,0.0,80
topk,262144,82,1968,0.0,80
topk,262144,82,2132,0.0,80
threshold,262144,82,2296,0.0,80
topk,262144,82,2460,0.0,80
topk,262144,82,3116,0.05,80
threshold,262144,82,3280,0.0,80
topk,262144,82,3936,0.5875,80
threshold,262144,82,4100,0.0,80
topk,262144,82,4264,0.675,80
threshold,262144,82,4756,0.0,80
threshold,262144,82,7052,0.5875,80
topk,262144,82,7216,1.0,80
topk,262144,82,7380,1.0,80
topk,262144,82,7872,1.0,80
topk,524288,82,984,0.0,80
topk,524288,82,1312,0.0,80
threshold,524288,82,1640,0.0,80
topk,524288,82,3444,0.05,80
topk,524288,82,3608,0.125,80
topk,524288,82,3772,0.3,80
topk,524288,82,4592,0.8,80
threshold,524288,82,8036,0.8875,80
threshold,1048576,82,492,0.0,80
threshold,1048576,82,656,0.0,80
topk,1048576,82,984,0.0,80
topk,1048576,82,1312,0.0,80
threshold,1048576,82,1804,0.0,80
threshold,1048576,82,2296,0.0,80
threshold,1048576,82,3280,0.0,80
topk,1048576,82,3444,0.025,80
topk,1048576,82,3608,0.075,80
topk,1048576,82,3772,0.1375,80
threshold,1048576,82,4100,0.0,80
topk,1048576,82,4592,0.75,80
threshold,1048576,82,4756,0.0,80
threshold,1048576,82,7052,0.1625,80
threshold,256,84,984,0.0,80
threshold,256,84,1312,0.0,80
topk,256,84,1476,0.05,80
topk,256,84,2624,0.8,80
threshold,256,84,3444,0.875,80
threshold,256,84,3608,0.9125,80
threshold,256,84,3772,0.9,80
threshold,256,84,4592,0.9625,80
topk,256,84,4920,1.0,80
topk,256,84,5412,1.0,80
topk,256,84,6232,1.0,80
topk,256,84,6888,1.0,80
topk,256,84,7544,1.0,80
topk,256,84,7708,1.0,80
threshold,512,84,820,0.0,80
topk,512,84,1476,0.0,80
topk,512,84,2624,0.6625,80
threshold,512,84,2788,0.35,80
topk,512,84,4920,1.0,80
topk,512,84,5412,1.0,80
threshold,512,84,5904,0.9875,80
topk,512,84,6232,1.0,80
threshold,512,84,6560,1.0,80
topk,512,84,6888,1.0,80
topk,512,84,7544,1.0,80
topk,512,84,7708,1.0,80
topk,1024,84,1476,0.0,80
threshold,1024,84,1640,0.0,80
topk,1024,84,2624,0.5375,80
topk,1024,84,4920,1.0,80
topk,1024,84,5412,1.0,80
topk,1024,84,6232,1.0,80
topk,1024,84,6888,1.0,80
topk,1024,84,7544,1.0,80
topk,1024,84,7708,1.0,80
threshold,1024,84,8036,1.0,80
threshold,2048,84,820,0.0,80
topk,2048,84,1968,0.0,80
topk,2048,84,2132,0.0375,80
topk,2048,84,2460,0.1375,80
threshold,2048,84,2788,0.0125,80
topk,2048,84,3116,0.65,80
topk,2048,84,3936,0.95,80
topk,2048,84,4264,0.9875,80
threshold,2048,84,5904,0.975,80
threshold,2048,84,6560,0.9875,80
topk,2048,84,7216,1.0,80
topk,2048,84,7380,1.0,80
topk,2048,84,7872,1.0,80
threshold,4096,84,492,0.0,80
threshold,4096,84,656,0.0,80
threshold,4096,84,1804,0.0,80
threshold,4096,84,2296,0.0,80
topk,4096,84,2952,0.425,80
threshold,4096,84,3280,0.0125,80
threshold,4096,84,4100,0.3125,80
topk,4096,84,4428,0.975,80
threshold,4096,84,4756,0.675,80
topk,4096,84,5084,0.9875,80
topk,4096,84,5248,0.9875,80
topk,4096,84,5576,1.0,80
topk,4096,84,5740,1.0,80
topk,4096,84,6068,1.0,80
topk,4096,84,6396,1.0,80
threshold,4096,84,7052,0.975,80
topk,8192,84,820,0.0,80
threshold,8192,84,1476,0.0,80
threshold,8192,84,2624,0.0,80
topk,8192,84,2788,0.1625,80
threshold,8192,84,4920,0.5,80
threshold,8192,84,5412,0.7625,80
topk,8192,84,5904,1.0,80
threshold,8192,84,6232,0.925,80
topk,8192,84,6560,1.0,80
threshold,8192,84,6888,0.9625,80
threshold,8192,84,7544,0.9875,80
threshold,8192,84,7708,0.9875,80
topk,16384,84,1476,0.0,80
topk,16384,84,2624,0.05,80
threshold,16384,84,2952,0.0,80
threshold,16384,84,4428,0.125,80
topk,16384,84,4920,0.975,80
threshold,16384,84,5084,0.4125,80
threshold,16384,84,5248,0.4625,80
topk,16384,84,5412,1.0,80
threshold,16384,84,5576,0.625,80
threshold,16384,84,5740,0.7,80
threshold,16384,84,6068,0.8625,80
topk,16384,84,6232,1.0,80
threshold,16384,84,6396,0.8875,80
topk,16384,84,6888,1.0,80
topk,16384,84,7544,1.0,80
topk,16384,84,7708,1.0,80
topk,32768,84,164,0.0,80
topk,32768,84,328,0.0,80
threshold,32768,84,492,0.0,80
threshold,32768,84,656,0.0,80
topk,32768,84,1148,0.0,80
threshold,32768,84,1804,0.0,80
threshold,32768,84,2296,0.0,80
threshold,32768,84,3280,0.0,80
threshold,32768,84,4100,0.0,80
threshold,32768,84,4756,0.025,80
topk,32768,84,6724,1.0,80
threshold,32768,84,7052,0.9375,80
threshold,65536,84,492,0.0,80
threshold,65536,84,656,0.0,80
threshold,65536,84,1804,0.0,80
threshold,65536,84,2296,0.0,80
topk,65536,84,2952,0.0375,80
threshold,65536,84,3280,0.0,80
threshold,65536,84,4100,0.0,80
topk,65536,84,4428,0.85,80
threshold,65536,84,4756,0.0,80
topk,65536,84,5084,0.9625,80
topk,65536,84,5248,0.9625,80
topk,65536,84,5576,0.975,80
topk,65536,84,5740,1.0,80
topk,65536,84,6068,1.0,80
topk,65536,84,6396,1.0,80
threshold,65536,84,7052,0.85,80
threshold,131072,84,492,0.0,80
threshold,131072,84,656,0.0,80
topk,131072,84,1640,0.0,80
threshold,131072,84,1804,0.0,80
threshold,131072,84,2296,0.0,80
threshold,131072,84,3280,0.0,80
threshold,131072,84,4100,0.0,80
threshold,131072,84,4756,0.0,80
threshold,131072,84,7052,0.7625,80
topk,131072,84,8036,1.0,80
threshold,262144,84,1476,0.0,80
topk,262144,84,1476,0.0,80
threshold,262144,84,2624,0.0,80
topk,262144,84,2624,0.0,80
threshold,262144,84,4920,0.0,80
topk,262144,84,4920,0.8875,80
threshold,262144,84,5412,0.0,80
topk,262144,84,5412,0.9625,80
threshold,262144,84,6232,0.1,80
topk,262144,84,6232,1.0,80
threshold,262144,84,6888,0.475,80
topk,262144,84,6888,1.0,80
threshold,262144,84,7544,0.8375,80
topk,262144,84,7544,1.0,80
threshold,262144,84,7708,0.875,80
topk,262144,84,7708,1.0,80
topk,524288,84,820,0.0,80
threshold,524288,84,1640,0.0,80
topk,524288,84,2788,0.0,80
topk,524288,84,5904,0.9375,80
topk,524288,84,6560,1.0,80
threshold,524288,84,8036,0.775,80
threshold,1048576,84,820,0.0,80
topk,1048576,84,1640,0.0,80
threshold,1048576,84,2788,0.0,80
threshold,1048576,84,5904,0.0,80
threshold,1048576,84,6560,0.0125,80
topk,1048576,84,8036,1.0,80
threshold,256,86,1640,0.0125,80
topk,256,86,1640,0.05,80
threshold,256,86,8036,1.0,80
topk,256,86,8036,1.0,80
threshold,512,86,164,0.0,80
topk,512,86,164,0.0,80
threshold,512,86,328,0.0,80
topk,512,86,328,0.0,80
threshold,512,86,1148,0.0,80
topk,512,86,1148,0.0,80
threshold,512,86,6724,1.0,80
topk,512,86,6724,1.0,80
threshold,1024,86,2952,0.175,80
topk,1024,86,2952,0.6,80
threshold,1024,86,4428,0.8125,80
topk,1024,86,4428,1.0,80
threshold,1024,86,5084,0.9625,80
topk,1024,86,5084,1.0,80
threshold,1024,86,5248,0.9625,80
topk,1024,86,5248,1.0,80
threshold,1024,86,5576,0.975,80
topk,1024,86,5576,1.0,80
threshold,1024,86,5740,0.975,80
topk,1024,86,5740,1.0,80
threshold,1024,86,6068,0.9875,80
topk,1024,86,6068,1.0,80
threshold,1024,86,6396,1.0,80
topk,1024,86,6396,1.0,80
threshold,2048,86,164,0.0,80
threshold,2048,86,328,0.0,80
threshold,2048,86,1148,0.0,80
topk,2048,86,1476,0.0,80
topk,2048,86,2624,0.325,80
topk,2048,86,4920,0.9875,80
topk,2048,86,5412,1.0,80
topk,2048,86,6232,1.0,80
threshold,2048,86,6724,1.0,80
topk,2048,86,6888,1.0,80
topk,2048,86,7544,1.0,80
topk,2048,86,7708,1.0,80
threshold,4096,86,492,0.0,80
threshold,4096,86,656,0.0,80
topk,4096,86,1476,0.0,80
threshold,4096,86,1804,0.0,80
threshold,4096,86,2296,0.0,80
topk,4096,86,2624,0.1375,80
threshold,4096,86,3280,0.0125,80
threshold,4096,86,4100,0.275,80
threshold,4096,86,4756,0.625,80
topk,4096,86,4920,0.9875,80
topk,4096,86,5412,1.0,80
topk,4096,86,6232,1.0,80
topk,4096,86,6888,1.0,80
threshold,4096,86,7052,1.0,80
topk,4096,86,7544,1.0,80
topk,4096,86,7708,1.0,80
threshold,8192,86,1968,0.0,80
threshold,8192,86,2132,0.0,80
threshold,8192,86,2460,0.0,80
topk,8192,86,2952,0.2,80
threshold,8192,86,3116,0.0,80
threshold,8192,86,3936,0.0625,80
threshold,8192,86,4264,0.1125,80
topk,8192,86,4428,0.9875,80
topk,8192,86,5084,0.975,80
topk,8192,86,5248,0.9875,80
topk,8192,86,5576,0.9875,80
topk,8192,86,5740,0.9875,80
topk,8192,86,6068,1.0,80
topk,8192,86,6396,1.0,80
threshold,8192,86,7216,0.9875,80
threshold,8192,86,7380,0.975,80
threshold,8192,86,7872,0.9875,80
topk,16384,86,492,0.0,80
topk,16384,86,656,0.0,80
topk,16384,86,1804,0.0,80
threshold,16384,86,1968,0.0,80
threshold,16384,86,2132,0.0,80
topk,16384,86,2296,0.0,80
threshold,16384,86,2460,0.0,80
threshold,16384,86,3116,0.0,80
topk,16384,86,3280,0.3125,80
threshold,16384,86,3936,0.025,80
topk,16384,86,4100,0.85,80
threshold,16384,86,4264,0.025,80
topk,16384,86,4756,0.975,80
topk,16384,86,7052,1.0,80
threshold,16384,86,7216,0.975,80
threshold,16384,86,7380,0.9625,80
threshold,16384,86,7872,0.975,80
threshold,32768,86,984,0.0,80
threshold,32768,86,1312,0.0,80
topk,32768,86,1476,0.0,80
topk,32768,86,2624,0.0,80
threshold,32768,86,3444,0.0,80
threshold,32768,86,3608,0.0,80
threshold,32768,86,3772,0.0,80
threshold,32768,86,4592,0.0,80
topk,32768,86,4920,0.9625,80
topk,32768,86,5412,0.9875,80
topk,32768,86,6232,1.0,80
topk,32768,86,6888,1.0,80
topk,32768,86,7544,1.0,80
topk,32768,86,7708,1.0,80
topk,65536,86,820,0.0,80
threshold,65536,86,1640,0.0,80
topk,65536,86,2788,0.0,80
topk,65536,86,5904,1.0,80
topk,65536,86,6560,1.0,80
threshold,65536,86,8036,0.95,80
topk,131072,86,1640,0.0,80
threshold,131072,86,2952,0.0,80
threshold,131072,86,4428,0.0,80
threshold,131072,86,5084,0.0,80
threshold,131072,86,5248,0.0,80
threshold,131072,86,5576,0.0,80
threshold,131072,86,5740,0.025,80
threshold,131072,86,6068,0.1,80
threshold,131072,86,6396,0.25,80
topk,131072,86,8036,1.0,80
threshold,262144,86,164,0.0,80
topk,262144,86,164,0.0,80
threshold,262144,86,328,0.0,80
topk,262144,86,328,0.0,80
threshold,262144,86,1148,0.0,80
topk,262144,86,1148,0.0,80
threshold,262144,86,6724,0.25,80
topk,262144,86,6724,1.0,80
threshold,524288,86,820,0.0,80
topk,524288,86,1640,0.0,80
threshold,524288,86,2788,0.0,80
threshold,524288,86,5904,0.0,80
threshold,524288,86,6560,0.0125,80
topk,524288,86,8036,1.0,80
threshold,1048576,86,820,0.0,80
threshold,1048576,86,2788,0.0,80
topk,1048576,86,2952,0.0,80
topk,1048576,86,4428,0.5,80
topk,1048576,86,5084,0.825,80
topk,1048576,86,5248,0.875,80
topk,1048576,86,5576,0.9125,80
topk,1048576,86,5740,0.9375,80
threshold,1048576,86,5904,0.0,80
topk,1048576,86,6068,0.95,80
topk,1048576,86,6396,0.9875,80
threshold,1048576,86,6560,0.0,80
threshold,256,88,820,0.0,80
threshold,256,88,2788,0.5625,80
topk,256,88,2952,0.825,80
topk,256,88,4428,1.0,80
topk,256,88,5084,1.0,80
topk,256,88,5248,1.0,80
topk,256,88,5576,1.0,80
topk,256,88,5740,1.0,80
threshold,256,88,5904,0.9875,80
topk,256,88,6068,1.0,80
topk,256,88,6396,1.0,80
threshold,256,88,6560,1.0,80
topk,512,88,164,0.0,80
topk,512,88,328,0.0,80
topk,512,88,1148,0.0,80
threshold,512,88,1968,0.0125,80
threshold,512,88,2132,0.0625,80
threshold,512,88,2460,0.1125,80
threshold,512,88,3116,0.4625,80
threshold,512,88,3936,0.775,80
threshold,512,88,4264,0.825,80
topk,512,88,6724,1.0,80
threshold,512,88,7216,1.0,80
threshold,512,88,7380,1.0,80
threshold,512,88,7872,1.0,80
topk,1024,88,164,0.0,80
topk,1024,88,328,0.0,80
threshold,1024,88,984,0.0,80
topk,1024,88,1148,0.0,80
threshold,1024,88,1312,0.0,80
threshold,1024,88,3444,0.3375,80
threshold,1024,88,3608,0.4625,80
threshold,1024,88,3772,0.525,80
threshold,1024,88,4592,0.7875,80
topk,1024,88,6724,1.0,80
threshold,2048,88,1968,0.0,80
threshold,2048,88,2132,0.0,80
threshold,2048,88,2460,0.0,80
topk,2048,88,2952,0.45,80
threshold,2048,88,3116,0.075,80
threshold,2048,88,3936,0.3875,80
threshold,2048,88,4264,0.675,80
topk,2048,88,4428,0.95,80
topk,2048,88,5084,0.975,80
topk,2048,88,5248,0.9875,80
topk,2048,88,5576,1.0,80
topk,2048,88,5740,1.0,80
topk,2048,88,6068,1.0,80
topk,2048,88,6396,1.0,80
threshold,2048,88,7216,1.0,80
threshold,2048,88,7380,1.0,80
threshold,2048,88,7872,1.0,80
threshold,4096,88,820,0.0,80
topk,4096,88,984,0.0,80
topk,4096,88,1312,0.0,80
threshold,4096,88,2788,0.0,80
topk,4096,88,3444,0.65,80
topk,4096,88,3608,0.75,80
topk,4096,88,3772,0.8,80
topk,4096,88,4592,0.9625,80
threshold,4096,88,5904,0.9375,80
threshold,4096,88,6560,0.95,80
topk,8192,88,1640,0.0,80
threshold,8192,88,1968,0.0,80
threshold,8192,88,2132,0.0,80
threshold,8192,88,2460,0.0,80
threshold,8192,88,3116,0.0,80
threshold,8192,88,3936,0.025,80
threshold,8192,88,4264,0.1625,80
threshold,8192,88,7216,0.9875,80
threshold,8192,88,7380,0.9875,80
threshold,8192,88,7872,0.9875,80
topk,8192,88,8036,1.0,80
threshold,16384,88,984,0.0,80
threshold,16384,88,1312,0.0,80
topk,16384,88,2952,0.0875,80
threshold,16384,88,3444,0.0,80
threshold,16384,88,3608,0.0,80
threshold,16384,88,3772,0.0,80
topk,16384,88,4428,0.85,80
threshold,16384,88,4592,0.1125,80
topk,16384,88,5084,0.9625,80
topk,16384,88,5248,0.975,80
topk,16384,88,5576,0.9875,80
topk,16384,88,5740,0.9875,80
topk,16384,88,6068,1.0,80
topk,16384,88,6396,1.0,80
topk,32768,88,820,0.0,80
threshold,32768,88,1640,0.0,80
topk,32768,88,2788,0.025,80
topk,32768,88,5904,0.9875,80
topk,32768,88,6560,1.0,80
threshold,32768,88,8036,0.95,80
threshold,65536,88,984,0.0,80
threshold,65536,88,1312,0.0,80
topk,65536,88,1640,0.0,80
threshold,65536,88,3444,0.0,80
threshold,65536,88,3608,0.0,80
threshold,65536,88,3772,0.0,80
threshold,65536,88,4592,0.0,80
topk,65536,88,8036,1.0,80
threshold,131072,88,164,0.0,80
threshold,131072,88,328,0.0,80
threshold,131072,88,1148,0.0,80
topk,131072,88,1476,0.0,80
topk,131072,88,2624,0.0,80
topk,131072,88,4920,0.8125,80
topk,131072,88,5412,0.95,80
topk,131072,88,6232,1.0,80
threshold,131072,88,6724,0.5375,80
topk,131072,88,6888,1.0,80
topk,131072,88,7544,1.0,80
topk,131072,88,7708,1.0,80
threshold,262144,88,492,0.0,80
threshold,262144,88,656,0.0,80
topk,262144,88,1640,0.0,80
threshold,262144,88,1804,0.0,80
threshold,262144,88,2296,0.0,80
threshold,262144,88,3280,0.0,80
threshold,262144,88,4100,0.0,80
threshold,262144,88,4756,0.0,80
threshold,262144,88,7052,0.475,80
topk,262144,88,8036,1.0,80
topk,524288,88,164,0.0,80
topk,524288,88,328,0.0,80
topk,524288,88,1148,0.0,80
threshold,524288,88,1968,0.0,80
threshold,524288,88,2132,0.0,80
threshold,524288,88,2460,0.0,80
threshold,524288,88,3116,0.0,80
threshold,524288,88,3936,0.0,80
threshold,524288,88,4264,0.0,80
topk,524288,88,6724,1.0,80
threshold,524288,88,7216,0.25,80
threshold,524288,88,7380,0.375,80
threshold,524288,88,7872,0.6,80
topk,1048576,88,1968,0.0,80
topk,1048576,88,2132,0.0,80
topk,1048576,88,2460,0.0,80
threshold,1048576,88,2952,0.0,80
topk,1048576,88,3116,0.0,80
topk,1048576,88,3936,0.075,80
topk,1048576,88,4264,0.25,80
threshold,1048576,88,4428,0.0,80
threshold,1048576,88,5084,0.0,80
threshold,1048576,88,5248,0.0,80
threshold,1048576,88,5576,0.0,80
threshold,1048576,88,5740,0.0,80
threshold,1048576,88,6068,0.0,80
threshold,1048576,88,6396,0.0,80
topk,1048576,88,7216,1.0,80
topk,1048576,88,7380,1.0,80
topk,1048576,88,7872,1.0,80
topk,256,90,1476,0.0375,80
threshold,256,90,1640,0.0125,80
topk,256,90,2624,0.775,80
topk,256,90,4920,1.0,80
topk,256,90,5412,1.0,80
topk,256,90,6232,1.0,80
topk,256,90,6888,1.0,80
topk,256,90,7544,1.0,80
topk,256,90,7708,1.0,80
threshold,256,90,8036,1.0,80
topk,512,90,1476,0.0,80
threshold,512,90,1640,0.0,80
topk,512,90,2624,0.6,80
topk,512,90,4920,0.9875,80
topk,512,90,5412,1.0,80
topk,512,90,6232,1.0,80
topk,512,90,6888,1.0,80
topk,512,90,7544,1.0,80
topk,512,90,7708,1.0,80
threshold,512,90,8036,1.0,80
threshold,1024,90,1476,0.0,80
topk,1024,90,1640,0.0,80
threshold,1024,90,2624,0.0375,80
threshold,1024,90,4920,0.875,80
threshold,1024,90,5412,0.95,80
threshold,1024,90,6232,0.975,80
threshold,1024,90,6888,0.9875,80
threshold,1024,90,7544,1.0,80
threshold,1024,90,7708,1.0,80
topk,1024,90,8036,1.0,80
topk,2048,90,164,0.0,80
topk,2048,90,328,0.0,80
threshold,2048,90,492,0.0,80
threshold,2048,90,656,0.0,80
topk,2048,90,1148,0.0,80
threshold,2048,90,1804,0.0,80
threshold,2048,90,2296,0.0,80
threshold,2048,90,3280,0.0625,80
threshold,2048,90,4100,0.475,80
threshold,2048,90,4756,0.7375,80
topk,2048,90,6724,1.0,80
threshold,2048,90,7052,1.0,80
threshold,4096,90,1968,0.0,80
topk,4096,90,1968,0.0,80
threshold,4096,90,2132,0.0,80
topk,4096,90,2132,0.0,80
threshold,4096,90,2460,0.0,80
topk,4096,90,2460,0.0,80
threshold,4096,90,3116,0.0,80
topk,4096,90,3116,0.4125,80
threshold,4096,90,3936,0.125,80
topk,4096,90,3936,0.825,80
threshold,4096,90,4264,0.3875,80
topk,4096,90,4264,0.85,80
threshold,4096,90,7216,0.9875,80
topk,4096,90,7216,1.0,80
threshold,4096,90,7380,0.975,80
topk,4096,90,7380,1.0,80
threshold,4096,90,7872,0.9875,80
topk,4096,90,7872,1.0,80
threshold,8192,90,492,0.0,80
threshold,8192,90,656,0.0,80
threshold,8192,90,1804,0.0,80
topk,8192,90,1968,0.0,80
topk,8192,90,2132,0.0,80
threshold,8192,90,2296,0.0,80
topk,8192,90,2460,0.0,80
topk,8192,90,3116,0.2625,80
threshold,8192,90,3280,0.0,80
topk,8192,90,3936,0.7625,80
threshold,8192,90,4100,0.0625,80
topk,8192,90,4264,0.825,80
threshold,8192,90,4756,0.3625,80
threshold,8192,90,7052,0.95,80
topk,8192,90,7216,1.0,80
topk,8192,90,7380,1.0,80
topk,8192,90,7872,1.0,80
threshold,16384,90,1968,0.0,80
topk,16384,90,1968,0.0,80
threshold,16384,90,2132,0.0,80
topk,16384,90,2132,0.0,80
threshold,16384,90,2460,0.0,80
topk,16384,90,2460,0.0,80
threshold,16384,90,3116,0.0,80
topk,16384,90,3116,0.1125,80
threshold,16384,90,3936,0.0,80
topk,16384,90,3936,0.6875,80
threshold,16384,90,4264,0.05,80
topk,16384,90,4264,0.775,80
threshold,16384,90,7216,0.8375,80
topk,16384,90,7216,1.0,80
threshold,16384,90,7380,0.8875,80
topk,16384,90,7380,1.0,80
threshold,16384,90,7872,0.9375,80
topk,16384,90,7872,1.0,80
threshold,32768,90,1476,0.0,80
topk,32768,90,1968,0.0,80
topk,32768,90,2132,0.0,80
topk,32768,90,2460,0.0,80
threshold,32768,90,2624,0.0,80
topk,32768,90,3116,0.0375,80
topk,32768,90,3936,0.6375,80
topk,32768,90,4264,0.7,80
threshold,32768,90,4920,0.0,80
threshold,32768,90,5412,0.2,80
threshold,32768,90,6232,0.55,80
threshold,32768,90,6888,0.775,80
topk,32768,90,7216,1.0,80
topk,32768,90,7380,1.0,80
threshold,32768,90,7544,0.8625,80
threshold,32768,90,7708,0.9,80
topk,32768,90,7872,1.0,80
threshold,65536,90,820,0.0,80
topk,65536,90,1476,0.0,80
topk,65536,90,2624,0.0,80
threshold,65536,90,2788,0.0,80
topk,65536,90,4920,0.875,80
topk,65536,90,5412,0.9375,80
threshold,65536,90,5904,0.15,80
topk,65536,90,6232,0.9875,80
threshold,65536,90,6560,0.525,80
topk,65536,90,6888,1.0,80
topk,65536,90,7544,1.0,80
topk,65536,90,7708,1.0,80
topk,131072,90,984,0.0,80
topk,131072,90,1312,0.0,80
threshold,131072,90,2952,0.0,80
topk,131072,90,3444,0.0625,80
topk,131072,90,3608,0.2,80
topk,131072,90,3772,0.25,80
threshold,131072,90,4428,0.0,80
topk,131072,90,4592,0.7,80
threshold,131072,90,5084,0.0,80
threshold,131072,90,5248,0.0,80
threshold,131072,90,5576,0.0,80
threshold,131072,90,5740,0.0,80
threshold,131072,90,6068,0.0625,80
threshold,131072,90,6396,0.1125,80
topk,262144,90,164,0.0,80
topk,262144,90,328,0.0,80
topk,262144,90,1148,0.0,80
threshold,262144,90,1640,0.0,80
topk,262144,90,6724,1.0,80
threshold,262144,90,8036,0.7,80
threshold,524288,90,492,0.0,80
threshold,524288,90,656,0.0,80
topk,524288,90,1640,0.0,80
threshold,524288,90,1804,0.0,80
threshold,524288,90,2296,0.0,80
threshold,524288,90,3280,0.0,80
threshold,524288,90,4100,0.0,80
threshold,524288,90,4756,0.0,80
threshold,524288,90,7052,0.0375,80
topk,524288,90,8036,1.0,80
threshold,1048576,90,820,0.0,80
topk,1048576,90,984,0.0,80
topk,1048576,90,1312,0.0,80
threshold,1048576,90,2788,0.0,80
topk,1048576,90,3444,0.0125,80
topk,1048576,90,3608,0.0,80
topk,1048576,90,3772,0.0375,80
topk,1048576,90,4592,0.4125,80
threshold,1048576,90,5904,0.0,80
threshold,1048576,90,6560,0.0,80
threshold,256,92,1476,0.0125,80
topk,256,92,1968,0.1875,80
topk,256,92,2132,0.2625,80
topk,256,92,2460,0.5625,80
threshold,256,92,2624,0.325,80
topk,256,92,3116,0.8375,80
topk,256,92,3936,0.975,80
topk,256,92,4264,0.9875,80
threshold,256,92,4920,0.95,80
threshold,256,92,5412,0.975,80
threshold,256,92,6232,1.0,80
threshold,256,92,6888,1.0,80
topk,256,92,7216,1.0,80
topk,256,92,7380,1.0,80
threshold,256,92,7544,1.0,80
threshold,256,92,7708,1.0,80
topk,256,92,7872,1.0,80
threshold,512,92,1968,0.0,80
topk,512,92,1968,0.0875,80
threshold,512,92,2132,0.0,80
topk,512,92,2132,0.1,80
threshold,512,92,2460,0.0625,80
topk,512,92,2460,0.4,80
threshold,512,92,3116,0.4125,80
topk,512,92,3116,0.75,80
threshold,512,92,3936,0.7375,80
topk,512,92,3936,0.95,80
threshold,512,92,4264,0.8125,80
topk,512,92,4264,0.9625,80
threshold,512,92,7216,0.9875,80
topk,512,92,7216,1.0,80
threshold,512,92,7380,1.0,80
topk,512,92,7380,1.0,80
threshold,512,92,7872,1.0,80
topk,512,92,7872,1.0,80
topk,1024,92,984,0.0,80
topk,1024,92,1312,0.0,80
threshold,1024,92,1476,0.0,80
threshold,1024,92,2624,0.0125,80
topk,1024,92,3444,0.8,80
topk,1024,92,3608,0.8625,80
topk,1024,92,3772,0.8625,80
topk,1024,92,4592,0.975,80
threshold,1024,92,4920,0.85,80
threshold,1024,92,5412,0.925,80
threshold,1024,92,6232,0.9875,80
threshold,1024,92,6888,0.9875,80
threshold,1024,92,7544,1.0,80
threshold,1024,92,7708,0.9875,80
threshold,2048,92,1476,0.0,80
threshold,2048,92,2624,0.0,80
topk,2048,92,2952,0.4375,80
topk,2048,92,4428,0.9625,80
threshold,2048,92,4920,0.75,80
topk,2048,92,5084,0.9875,80
topk,2048,92,5248,1.0,80
threshold,2048,92,5412,0.8375,80
topk,2048,92,5576,1.0,80
topk,2048,92,5740,1.0,80
topk,2048,92,6068,1.0,80
threshold,2048,92,6232,0.9625,80
topk,2048,92,6396,1.0,80
threshold,2048,92,6888,0.975,80
threshold,2048,92,7544,1.0,80
threshold,2048,92,7708,0.9875,80
threshold,4096,92,492,0.0,80
threshold,4096,92,656,0.0,80
topk,4096,92,820,0.0,80
threshold,4096,92,1804,0.0,80
threshold,4096,92,2296,0.0,80
topk,4096,92,2788,0.2125,80
threshold,4096,92,3280,0.0,80
threshold,4096,92,4100,0.1875,80
threshold,4096,92,4756,0.4875,80
topk,4096,92,5904,1.0,80
